"Location Number","Location Name","Location Type","Address 1","Address 2","City","State","Zip Code","Telephone Number","District","Servicing Locations","Physical Close Date","Last Modified Date","Latitude","Longitude"
"2654","PHOENIX OUTLET","Store","12645 N 48th St","Village Fair Shopping Center","Phoenix","AZ - Arizona","85032","602-293-1200","MM 348 N Scotts","2608;725;777;65;2629;1373","","11/28/2024","33.6008229","-111.9762826"
"2481","3PP RECOMM GP-AZ","Store","616 S 55th Ave","","Phoenix","AZ - Arizona","85043","999-999-9999","MISCELLANEOUS","724;725;777;65;624;1371","","08/08/2024","33.441317944162435","-112.17796599492385"
"177","AHWATUKEE AZ","Store","5051 East Ray Rd","","Phoenix","AZ - Arizona","85044","480-783-9001","MM 354 Gilbert","2608;725;777;65;2629;1373","","11/28/2024","33.317869099999996","-111.97389637144465"
"249","THUNDERBIRD RD AZ","Store","2727 W Thunderbird Rd","","Phoenix","AZ - Arizona","85053","602-843-3420","MM 348 N Scotts","2608;725;777;65;2629;1373","","11/28/2024","33.60963205","-112.11818211634596"
"1481","HAPPY VALLEY AZ","Store","2440 W Happy Valley Rd","","Phoenix","AZ - Arizona","85085","623-434-7801","MISCELLANEOUS","2608;725;777;65;2629;1373","03/04/2023","08/08/2024","33.7140801","-112.1121645"
"254","SUPERSTITION SPRG AZ","Store","6315 E Southern Ave","","Mesa","AZ - Arizona","85206","480-807-1900","MM 354 Gilbert","2608;725;777;65;2629;1373","","11/28/2024","33.39208635","-111.6949484484127"
"869","CHANDLER AZ","Store","3100 W Frye Rd","","Chandler","AZ - Arizona","85226","480-792-1680","MM 354 Gilbert","2608;725;777;65;2629;1373","","11/28/2024","33.2989464","-111.89581883551733"
"2181","YB Scottsdale AZ","Store","14418 N Scottsdale Rd","","Scottsdale","AZ - Arizona","85254","999-999-9999","MISCELLANEOUS","2608;725;777;65;2629;1373","","06/25/2024","33.61759345","-111.92622811476679"
"870","NORTH SCOTTSDALE AZ","Store","15449 N Hayden Rd","","Scottsdale","AZ - Arizona","85260","480-556-6707","MM 348 N Scotts","2608;725;777;65;2629;1373","","11/28/2024","33.6261764","-111.89317519864485"
"1002","TEMPE AZ","Store","1900 E Rio Salado Pkwy","Ste 180","Tempe","AZ - Arizona","85281","480-303-7251","MM 354 Gilbert","2608;725;777;65;2629;1373","","11/28/2024","33.43020935","-111.90290656566486"
"3114","IHA MARKET 14","Store","1900 E RIO SALIDO PKWY","","TEMPE","AZ - Arizona","85281","800-548-0828","MISCELLANEOUS","724;725;777;65;624;1370","05/02/2024","08/08/2024","0.0","0.0"
"1189","GILBERT AZ","Store","2288 E Williams Field Rd","","Gilbert","AZ - Arizona","85295","480-722-9349","MM 354 Gilbert","2608;725;777;65;2629;1373","","11/28/2024","33.3088479","-111.74090271508047"
"619","PHOENIX - SVC","Store","5365 N 51ST AVE","STE 104","GLENDALE","AZ - Arizona","85301","999-999-9999","Phoenix North","719;77;72;65;619","","08/08/2024","33.51527318367347","-112.16861804081633"
"1691","PHOENIX FLD SVC","Store","5365 N 51ST AVE","","GLENDALE","AZ - Arizona","85301","602-763-1846","MISCELLANEOUS","724;725;777;65;624;1370","","08/08/2024","33.51527318367347","-112.16861804081633"
"251","ARROWHEAD AZ","Store","8290 W Bell Rd","","Glendale","AZ - Arizona","85308","623-486-2600","MM 342 Arrowhead","2608;725;777;65;2629;1373","","11/28/2024","33.64032765","-112.23272735538819"
"895","YUMA AZ","Store","1364 S Yuma Palms Pkwy","","Yuma","AZ - Arizona","85365","928-376-0846","MM 349 El Centro","2608;725;777;65;2629;1373","","11/28/2024","32.7026696","-114.6064503"
"787","SURPRISE AZ","Store","13711 W Bell Rd","","Surprise","AZ - Arizona","85374","623-546-3108","MM 342 Arrowhead","2608;725;777;65;2629;1373","","11/28/2024","33.6366948","-112.35122015969208"
"1109","AVONDALE AZ","Store","10035 W McDowell Rd","","Avondale","AZ - Arizona","85392","623-474-7150","MM 342 Arrowhead","2608;725;777;65;2629;1373","","11/28/2024","33.4631199","-112.27570554364434"
"485","GOODYEAR AZ","Store","1408 N Litchfield Rd","","Goodyear","AZ - Arizona","85395","623-536-1183","MM 342 Arrowhead","2608;725;777;65;2629;1373","","11/28/2024","33.4614378","-112.36129900489769"
"2629","PHOENIX SERVICE","Store","4580 N Pebble Creek Pkwy","Door #301","Goodyear","AZ - Arizona","85395","999-999-9999","Phoenix North","2608;725;777;65;2629;1373","","08/28/2024","33.501404550000004","-112.41000062578962"
"1077","SIERRA VISTA AZ","Store","2200 El Mercado Loop","","Sierra Vista","AZ - Arizona","85635","520-417-1002","MM 339 East Tucson","2608;725;777;65;2629;1373","","11/28/2024","31.5295645","-110.2592998"
"123","TUCSON AZ","Store","575 E Wetmore Rd","","Tucson","AZ - Arizona","85705","520-696-3442","MM 339 East Tucson","2608;725;777;65;2629;1373","","11/28/2024","32.28842915","-110.96309105765906"
"1112","SW TUCSON AZ","Store","5311 S Calle Santa Cruz","","Tucson","AZ - Arizona","85706","520-294-7660","MM 339 East Tucson","2608;725;777;65;2629;1373","","11/28/2024","32.155235000000005","-110.98934693707582"
"198","EAST TUCSON AZ","Store","6025 E Broadway Blvd","","Tucson","AZ - Arizona","85711","520-745-0209","MM 339 East Tucson","2608;725;777;65;2629;1373","","11/28/2024","32.2222792","-110.863698897987"
"1143","ORO VALLEY AZ","Store","11855 N Oracle Rd","","Oro Valley","AZ - Arizona","85737","520-877-6399","MISCELLANEOUS","724;725;777;65;624;1373","03/05/2022","08/08/2024","32.42158435","-110.93817052109972"
"1084","FLAGSTAFF AZ","Store","5005 E Marketplace Dr","Ste 150","Flagstaff","AZ - Arizona","86004","928-522-6141","MM 351 Flagstaff","2608;725;777;65;2629;1373","","11/28/2024","35.222165849999996","-111.57139986301416"
"377","PRESCOTT AZ","Store","3085 Gateway Blvd","","Prescott","AZ - Arizona","86303","928-776-7099","MM 351 Flagstaff","2608;725;777;65;2629;1373","","11/28/2024","34.5502108","-112.41250806413305"
"338","WEST ALBUQUERQUE NM","Store","3741 Ellison Road NW","Ste D","Albuquerque","NM - New Mexico","87114","505-922-1301","MM 340 W Albuquer","2608;77;777;65;2629;1373","","11/28/2024","35.2069487","-106.65595433320055"
"223","ALBUQUERQUE NM","Store","55 Hotel Cir NE","","Albuquerque","NM - New Mexico","87123","505-298-3585","MM 340 W Albuquer","2608;77;777;65;2629;1373","","11/28/2024","35.082488","-106.52697928613543"
"866","FARMINGTON NM","Store","3520 E Main St","","Farmington","NM - New Mexico","87402","505-324-8968","MM 340 W Albuquer","2608;77;777;65;2629;1373","","11/28/2024","36.750751449999996","-108.16174825332905"
"375","SANTA FE NM","Store","3533 Zafarano Dr","A-6","Santa Fe","NM - New Mexico","87507","505-438-4761","MM 340 W Albuquer","2608;77;777;65;2629;1373","","11/28/2024","35.641711","-106.012056"
"802","LAS CRUCES NM","Store","2280 E Lohman Ave","","Las Cruces","NM - New Mexico","88001","575-528-0583","MM 712 W El Paso","2608;77;777;65;2629;1373","","11/28/2024","32.311407","-106.7512987"
"358","HENDERSON NV","Store","611 Marks St","","Henderson","NV - Nevada","89014","702-434-5536","MM 279 Henderson","2608;725;777;65;2629;1373","","11/28/2024","36.06452705","-115.03829376057647"
"8214","SatRtl M Casino","Store","12300 Las Vegas Blvd S","","Henderson","NV - Nevada","89044","999-999-9999","MISCELLANEOUS","2608;725;777;65;2629;1373","01/20/2024","07/06/2024","35.9652254","-115.16922729185805"
"122","LAS VEGAS II NV","Store","2050 N Rainbow Blvd","","Las Vegas","NV - Nevada","89108","702-631-4645","MM 282 Summerlin","2608;725;777;65;2629;1373","","11/28/2024","36.196823048075885","-115.2418812965032"
"1044","SW LAS VEGAS NV","Store","6950 Arroyo Crossing Pkwy","","Las Vegas","NV - Nevada","89113","702-260-8707","MM 279 Henderson","2608;725;777;65;2629;1373","","11/28/2024","36.0645469","-115.2437928"
"289","MARYLAND PARKWAY NV","Store","3820 S Maryland Pkwy","RM 8","Las Vegas","NV - Nevada","89119","702-732-8283","MM 279 Henderson","2608;725;777;65;2629;1373","","11/28/2024","36.15310497958633","-115.13692510459497"
"1421","CENTENNIAL NV","Store","6455 N Decatur Blvd","","Las Vegas","NV - Nevada","89131","702-655-7599","MM 282 Summerlin","2608;725;777;65;2629;1373","","11/28/2024","36.2769432","-115.2090242"
"542","SUMMERLIN NV","Store","10950 W Charleston Blvd","Ste 110","Las Vegas","NV - Nevada","89135","702-228-6492","MM 282 Summerlin","2608;725;777;65;2629;1373","","11/28/2024","36.1610656","-115.335757"
"1014","SPARKS NV","Store","155 Los Altos Pkwy","","Sparks","NV - Nevada","89436","775-626-8080","MM 289 Reno","729;725;777;65;624;1373","","11/28/2024","39.57983755","-119.74172061216458"
"128","RENO NV","Store","5575 S Virginia St","","Reno","NV - Nevada","89502","775-448-9797","MM 289 Reno","729;725;777;65;624;1373","","11/28/2024","39.47459565","-119.78987299649108"
"850","CARSON VALLEY NV","Store","911 Topsy Ln","Ste 250","Carson City","NV - Nevada","89705","775-267-3523","MM 289 Reno","729;725;777;65;624;1373","","11/28/2024","39.10841","-119.77858935563839"
"393","WEST HOLLYWOOD CA","Store","1015 N La Brea Ave","","West Hollywood","CA - California","90038","323-883-0219","MM 652 W Hollywood","2605;725;777;65;624;1373","","11/28/2024","34.08917069680447","-118.34415166236494"
"183","GLENDALE CA","Store","2909 Los Feliz Blvd","","Los Angeles","CA - California","90039","323-912-9288","MM 652 W Hollywood","2605;725;777;65;624;1373","","11/28/2024","34.12795885","-118.26523498436799"
"1244","COMPTON SALE EVENT","Store","1701 N CENTRAL AVE","","LOS ANGELES","CA - California","90059","999-999-9999","MISCELLANEOUS","2605;725;777;65;624;1370","","08/08/2024","34.05016525073061","-118.23906781305648"
"2486","COMPTON REPAIR DEPOT","Store","1701 N Central Ave","","Los Angeles","CA - California","90059","562-443-9592","Los Angeles East","724;725;777;65;624;1370","","08/28/2024","34.05016525073061","-118.23906781305648"
"109","WEST LA CA","Store","11301 W Pico Blvd","","Los Angeles","CA - California","90064","310-268-9190","MM 318 West LA","2605;725;777;65;624;1373","","11/28/2024","34.0354728","-118.4395427628214"
"1432","COMPTON CA","Store","230 Towne Center Dr","","Compton","CA - California","90220","310-884-6822","MM 332 Downey","2605;725;777;65;624;1373","","11/28/2024","0.0","0.0"
"1510","CLVR CITY WSTFLD CA","Store","6000 Sepulveda Blvd","Ste 1240","Culver City","CA - California","90230","310-636-1299","MM 318 West LA","2605;725;777;65;624;1373","","11/28/2024","33.9851103","-118.394513"
"179","CULVER CITY CA","Store","10799 Washington Blvd","","Culver City","CA - California","90232","310-204-2147","MM 318 West LA","2605;725;777;65;624;1373","","11/28/2024","34.0163197","-118.4072292"
"872","DOWNEY CA","Store","12118 Lakewood Blvd","","Downey","CA - California","90242","562-803-9850","MM 332 Downey","2605;725;777;65;624;1373","","11/28/2024","33.925483850000006","-118.1292293085092"
"1011","PLAZA EL SEGUNDO CA","Store","740 S Pacific Coast Hwy","","El Segundo","CA - California","90245","310-416-9937","MISCELLANEOUS","2605;725;777;65;624;1373","10/30/2021","08/08/2024","33.9028376","-118.3962895"
"104","HAWTHORNE CA","Store","5000 W 147th St","","Hawthorne","CA - California","90250","310-644-9312","MM 707 Torrance","2605;725;777;65;624;1373","","11/28/2024","33.89741285","-118.36545325915908"
"107","TORRANCE CA","Store","3675 Pacific Coast Hwy","","Torrance","CA - California","90505","310-791-1186","MM 707 Torrance","2605;725;777;65;624;1373","","11/28/2024","33.80462900548784","-118.34977309795025"
"1707","TORRANCE","Store","24120 Garnier St","","Torrance","CA - California","90505","310-784-6100","MM 951 Los Angeles","724;725;777;65;624;1373","","11/24/2024","33.80837188422989","-118.3383895225583"
"1740","PAC SALES OUTLET CNT","Store","24120 Garnier St","","Torrance","CA - California","90505","999-999-9999","MISCELLANEOUS","724;725;777;65;624;1370","12/01/2023","08/08/2024","33.80837188422989","-118.3383895225583"
"1537","MONTEBELLO CA","Store","2415 Via Campo","","Montebello","CA - California","90640","323-725-5259","MM 326 Pasadena","2605;725;777;65;624;1373","","11/28/2024","34.0319711","-118.1217824"
"117","CERRITOS CA","Store","12989 Park Plaza Dr","Cerritos Town Center","Cerritos","CA - California","90703","562-402-1555","MM 332 Downey","2605;725;777;65;624;1373","","11/28/2024","33.8691452","-118.05617376472014"
"1703","CERRITOS","Store","12731-C Towne Center Dr","","Cerritos","CA - California","90703","562-809-7959","MISCELLANEOUS","724;725;777;65;624;1373","12/17/2022","08/22/2024","33.871653","-118.060029"
"2659","BELLFLOWER OUTLET","Store","17220 Lakewood Blvd","Ste 3","Bellflower","CA - California","90706","562-379-8260","MM 707 Torrance","2605;725;777;65;624;1373","","11/28/2024","33.87595745833333","-118.14268220833334"
"127","LAKEWOOD CA","Store","5101 Clark Ave","","Lakewood","CA - California","90712","562-529-6500","MM 332 Downey","2605;725;777;65;624;1373","","11/28/2024","33.8515694","-118.13444558449127"
"1119","SIGNAL HILL CA","Store","2701 Cherry Ave","","Signal Hill","CA - California","90755","562-426-6036","MM 332 Downey","2605;725;777;65;624;1373","","11/28/2024","33.806630549999994","-118.16817723043283"
"1782","DUARTE CA","Store","1470 Mountain Ave","","Duarte","CA - California","91010","626-305-1839","MM 326 Pasadena","724;725;777;65;624;1373","","11/28/2024","34.1364716","-117.9845014"
"1737","PASADENA","Store","440 S Lake Ave","","Pasadena","CA - California","91101","626-356-3359","MM 951 Los Angeles","724;725;777;65;624;1373","","11/24/2024","34.1383698","-118.132062"
"125","PASADENA CA","Store","3415 E Foothill Blvd","","Pasadena","CA - California","91107","626-351-9516","MM 326 Pasadena","724;725;777;65;624;1373","","11/28/2024","34.1510562","-118.0803546"
"116","WOODLAND HILLS CA","Store","21601 Victory Blvd","","Canoga Park","CA - California","91303","818-713-1007","MM 323 Wood Hills","724;725;777;65;624;1373","","11/28/2024","0.0","0.0"
"1724","CHATSWORTH","Store","9330 N Winnetka Ave","","Chatsworth","CA - California","91311","818-407-6760","MM 951 Los Angeles","724;725;777;65;624;1373","","11/24/2024","0.0","0.0"
"1720","THOUSAND OAKS","Store","2000 Anchor Ct","","Thousand Oaks","CA - California","91320","805-214-2600","MM 951 Los Angeles","724;725;777;65;624;1373","","11/24/2024","34.195267","-118.921904"
"1180","NORTHRIDGE CA","Store","19350 Nordhoff Way","","Northridge","CA - California","91324","818-727-2035","MM 323 Wood Hills","724;725;777;65;624;1373","","11/28/2024","34.2338459","-118.555725"
"130","PORTER RANCH CA","Store","19929 Rinaldi St","","Northridge","CA - California","91326","818-363-9304","MM 323 Wood Hills","724;725;777;65;624;1373","","11/28/2024","34.27744275","-118.5689774313551"
"1511","PACOIMA CA","Store","13510 Paxton St","","Pacoima","CA - California","91331","818-686-1839","MM 709 Burbank","724;725;777;65;624;1373","","11/28/2024","34.27201035","-118.42387049035071"
"113","SANTA CLARITA CA","Store","26531 Bouquet Canyon Rd","Bouquet Canyon Plaza","Santa Clarita","CA - California","91350","661-297-1247","MM 321 San Clarita","724;725;777;65;624;1373","","11/28/2024","34.4287641","-118.5378376"
"1721","VALENCIA","Store","29011 the Old Rd","","Valencia","CA - California","91355","661-294-4400","MM 951 Los Angeles","724;725;777;65;624;1373","","11/24/2024","34.4447645","-118.6106439"
"112","THOUSAND OAKS CA","Store","390 N Moorpark Rd","Village Square","Thousand Oaks","CA - California","91360","805-494-8370","MM 323 Wood Hills","724;725;777;65;624;1373","","11/28/2024","34.182498","-118.8743163"
"1715","WOODLAND HILLS","Store","6100 Variel Ave","","Woodland Hills","CA - California","91367","818-737-2900","MM 951 Los Angeles","724;725;777;65;624;1373","","11/24/2024","34.18107197979798","-118.59267754545455"
"764","SHERMAN OAKS CA","Store","4500 Van Nuys Blvd","","Sherman Oaks","CA - California","91403","818-501-0933","MM 709 Burbank","2605;725;777;65;624;1373","","11/28/2024","34.153285249999996","-118.44792802180301"
"1230","GSCC ONTARIO","Store","2104 E JAY ST","","ONTARIO","CA - California","91464","909-591-1261","MISCELLANEOUS","724;725;777;65;624;1370","","08/08/2024","34.073404","-117.60586995411242"
"137","BURBANK CA","Store","1501 N Victory Pl","","Burbank","CA - California","91502","818-845-5121","MM 709 Burbank","2605;725;777;65;624;1373","","11/28/2024","34.19429195","-118.3325925"
"1709","BURBANK","Store","530 N Victory Blvd","","Burbank","CA - California","91502","818-391-2800","MM 951 Los Angeles","724;725;777;65;624;1373","","11/24/2024","34.1794444","-118.3185631"
"846","CHINO CA","Store","3873 Grand Ave","","Chino","CA - California","91710","909-613-6339","MM 314 Rancho Cuc","724;725;777;65;624;1373","","11/28/2024","33.9964941","-117.72013591448828"
"1318","CHINO SECONDARY MKT","Store","8646 ENTERPRISE WAY","","CHINO","CA - California","91710","999-999-9999","MISCELLANEOUS","724;725;777;65;624;1370","","08/08/2024","33.9710594","-117.61581846784905"
"1373","RLC CHINO","Store","8646 ENTERPRISE WAY","","CHINO","CA - California","91710","502-921-5501","MISCELLANEOUS","724;725;777;65;624","","08/08/2024","33.9710594","-117.61581846784905"
"1656","CHINO REFURB","Store","8646 ENTERPRISE WAY","","CHINO","CA - California","91710","999-999-9999","MISCELLANEOUS","724;725;777;65;624;1370","","08/08/2024","33.9710594","-117.61581846784905"
"1657","CHINO REFURB FIN GDS","Store","8646 ENTERPRISE WAY","","CHINO","CA - California","91710","999-999-9999","MISCELLANEOUS","724;725;777;65;624;1372","","11/24/2024","33.9710594","-117.61581846784905"
"1694","LOS ANGELES FLD SVC","Store","14395 PIPELINE AVE","","CHINO","CA - California","91710","626-945-9664","MISCELLANEOUS","724;725;777;65;624;1370","","08/08/2024","33.992785267485225","-117.7150440182352"
"2612","CHINO WARRANTECH SPT","Store","14310 Ramona Ave","","Chino","CA - California","91710","999-999-9999","MISCELLANEOUS","724;725;777;65;624;1370","","08/08/2024","33.99331500013115","-117.7065019182583"
"2670","ORC WEST","Store","8646 ENTERPRISE WAY","","CHINO","CA - California","91710","909-548-7638","MISCELLANEOUS","724;725;777;65;624;1370","","08/08/2024","33.9710594","-117.61581846784905"
"105","RANCHO CUCAMONGA CA","Store","12260 Foothill Blvd","RM 5","Rancho Cucamonga","CA - California","91739","909-803-5766","MM 314 Rancho Cuc","724;725;777;65;624;1373","","11/28/2024","34.10784595","-117.53803892342985"
"1018","GLENDORA CA","Store","1307 E Gladstone St","","Glendora","CA - California","91740","909-592-7050","MM 326 Pasadena","724;725;777;65;624;1373","","11/28/2024","34.1148554","-117.836994"
"103","CITY OF INDUSTRY CA","Store","17545 Gale Ave","","City of Industry","CA - California","91748","626-810-1788","MM 326 Pasadena","724;725;777;65;624;1373","","11/28/2024","33.99749455","-117.92265526155579"
"775","EASTVALE CA","Store","12281 Limonite Ave","","Eastvale","CA - California","91752","951-360-0817","MM 314 Rancho Cuc","724;725;777;65;624;1373","","11/28/2024","33.9783421","-117.54985655404109"
"131","MONTCLAIR CA","Store","8960 Central Ave","","Montclair","CA - California","91763","909-621-7156","MM 314 Rancho Cuc","724;725;777;65;624;1373","","11/28/2024","34.0914536","-117.69196521429635"
"2650","MONTCLAIR OUTLET","Store","5391 Moreno St","","Montclair","CA - California","91763","909-288-5254","MM 314 Rancho Cuc","724;725;777;65;624;1370","","11/28/2024","34.08703765","-117.68750326560242"
"624","CALIFORNIA - SVC","Store","2104 E Jay St","","Ontario","CA - California","91764","909-590-2501","Los Angeles Foothill","724;725;72;65;624","","08/28/2024","34.073404","-117.60586995411242"
"1235","LOS ANGELES SL EVENT","Store","2104 E Jay St","","Ontario","CA - California","91764","909-591-1261","MISCELLANEOUS","724;725;777;65;624;1370","","08/08/2024","34.073404","-117.60586995411242"
"1716","ONTARIO","Store","5250 Ontario Mills Pkwy","Ste 400","Ontario","CA - California","91764","909-919-7540","MM 950 Orange County","724;725;777;65;624;1373","","11/24/2024","34.0683753","-117.5391704"
"1713","SAN DIMAS","Store","511 W Arrow Hwy","","San Dimas","CA - California","91773","909-592-0223","MM 950 Orange County","724;725;777;65;624;1373","","11/24/2024","34.10347918897761","-117.81691259418771"
"102","WEST COVINA CA","Store","1800 Plaza Dr","","West Covina","CA - California","91790","626-480-5399","MM 326 Pasadena","724;725;777;65;624;1373","","11/28/2024","34.0712715","-117.9308856"
"188","CHULA VISTA CA","Store","59 N Broadway","","Chula Vista","CA - California","91910","619-420-1187","MM 698 Chula Vista","2608;725;777;65;2629;1373","","11/28/2024","32.592423102154235","-117.0739998959067"
"1769","OTAY RANCH CA","Store","2015 Birch Rd","Ste 2300","Chula Vista","CA - California","91915","619-397-4050","MM 698 Chula Vista","2608;725;777;65;2629;1373","","11/28/2024","32.622070449999995","-116.96725875116918"
"5015","BBYH Channel Sales","Store","2200 Faraday Ave","Ste 100","Carlsbad","CA - California","92008","999-999-9999","MISCELLANEOUS","2605;725;777;65;624;1373","","08/08/2024","33.135247449999994","-117.28105766530399"
"1710","CARLSBAD","Store","6100 Paseo Del Norte","","Carlsbad","CA - California","92011","760-827-2200","MM 952 San Diego","724;725;777;65;624;1373","","11/24/2024","33.12051565","-117.31850347694402"
"184","EL CAJON CA","Store","149 Fletcher Pkwy","","El Cajon","CA - California","92020","619-401-6705","MM 346 Mission Val","2608;725;777;65;2629;1373","","11/28/2024","32.806319200000004","-116.96309305975402"
"1187","ENCINITAS RANCH CA","Store","1046 N El Camino Real","","Encinitas","CA - California","92024","760-479-0114","MM 345 Oceanside","2608;725;777;65;2629;1373","","11/28/2024","33.06643295","-117.26636280485343"
"1712","ESCONDIDO","Store","1138 W Valley Pkwy","","Escondido","CA - California","92025","760-740-7099","MM 952 San Diego","724;725;777;65;624;1373","","11/24/2024","33.116895","-117.098531"
"2505","LA JOLLA CA","Store","8657 Villa La Jolla Dr","Ste 113","La Jolla","CA - California","92037","858-587-6379","MISCELLANEOUS","2608;725;777;65;2629;1373","03/04/2023","08/08/2024","32.8657668","-117.2321777"
"437","OCEANSIDE CA","Store","2110 Vista Way","","Oceanside","CA - California","92054","760-439-3210","MM 345 Oceanside","2608;725;777;65;2629;1373","","11/28/2024","33.18216115","-117.34586971967977"
"1145","SANTEE CA","Store","9680 Mission Gorge Rd","","Santee","CA - California","92071","619-258-2771","MISCELLANEOUS","2605;725;777;65;624;1373","10/30/2021","08/08/2024","32.8397405","-116.98624222095013"
"871","SAN MARCOS CA","Store","567 Grand Ave","","San Marcos","CA - California","92078","760-891-0755","MM 345 Oceanside","2608;725;777;65;2629;1373","","11/28/2024","33.1362661","-117.1743617865647"
"438","MISSION VALLEY CA","Store","5151 Mission Center Rd","","San Diego","CA - California","92108","619-574-1076","MM 346 Mission Val","2608;725;777;65;2629;1373","","11/28/2024","32.7695979","-117.15272252027512"
"1722","MISSION VALLEY","Store","920 Morena Blvd","","San Diego","CA - California","92110","619-681-4800","MM 952 San Diego","724;725;777;65;624;1373","","11/24/2024","32.766064","-117.199134"
"1718","LA JOLLA","Store","7069 Consolidated Way","Ste 100","San Diego","CA - California","92121","858-684-3660","MM 952 San Diego","724;725;777;65;624;1373","","11/24/2024","32.877201","-117.163159"
"352","MIRA MESA CA","Store","9540 Mira Mesa Blvd","","San Diego","CA - California","92126","858-831-9003","MM 346 Mission Val","2608;725;777;65;2629;1373","","11/28/2024","32.9178766","-117.11925275351824"
"1533","CARMEL MOUNTAIN CA","Store","11160 Rancho Carmel Dr","","San Diego","CA - California","92128","858-613-7539","MM 345 Oceanside","2608;725;777;65;2629;1373","","11/28/2024","32.9804367","-117.083888"
"1441","BEAUMONT CA","Store","1650 E 2nd St","","Beaumont","CA - California","92223","951-845-1194","MM 336 San Bernadino","724;725;777;65;624;1373","","11/28/2024","33.92534425","-116.94784150633835"
"1113","EL CENTRO CA","Store","2901 S Dogwood Rd","","El Centro","CA - California","92243","760-482-5980","MM 349 El Centro","2608;725;777;65;2629;1373","","11/28/2024","32.7699542","-115.53428175215768"
"1020","LA QUINTA CA","Store","79220 Hwy 111","","La Quinta","CA - California","92253","760-396-9368","MM 335 La Quinta","724;725;777;65;624;1373","","11/28/2024","33.709164799999996","-116.28243882245897"
"124","PALM DESERT CA","Store","72369 Hwy 111","","Palm Desert","CA - California","92260","760-862-6579","MM 335 La Quinta","724;725;777;65;624;1373","","11/28/2024","33.726749","-116.4044416"
"1705","RANCHO MIRAGE","Store","34295 Monterey Ave","","Rancho Mirage","CA - California","92270","760-770-6400","MM 952 San Diego","724;725;777;65;624;1373","","11/24/2024","33.79481481632653","-116.38826587755102"
"1482","APPLE VALLEY CA","Store","18811 Bear Valley Rd","","Apple Valley","CA - California","92308","760-961-9539","MM 336 San Bernadino","724;725;777;65;624;1373","","11/28/2024","34.469750649999995","-117.25117516107451"
"108","VICTORVILLE CA","Store","12133 Mall Blvd","RM C","Victorville","CA - California","92392","760-261-5741","MM 336 San Bernadino","724;725;777;65;624;1373","","11/28/2024","34.47157955","-117.35116396971924"
"150","SAN BERNARDINO CA","Store","888 Harriman Pl","","San Bernardino","CA - California","92408","909-885-4049","MM 336 San Bernadino","724;725;777;65;624;1373","","11/28/2024","34.06683219999999","-117.26700704053383"
"110","RIVERSIDE CA","Store","3900 Tyler St","","Riverside","CA - California","92503","951-343-8960","MM 334 Riverside","724;725;777;65;624;1373","","11/28/2024","33.914073450000004","-117.46514478661946"
"392","MORENO VALLEY CA","Store","2852 Canyon Springs Pkwy","","Riverside","CA - California","92507","951-653-9386","MM 336 San Bernadino","724;725;777;65;624;1373","","11/28/2024","33.941313550000004","-117.27970675838614"
"2635","MORENO VALLEY OUTLET","Store","27220 Eucalyptus","","Moreno Valley","CA - California","92555","951-571-2474","MISCELLANEOUS","724;725;777;65;624;1370","06/03/2023","08/08/2024","33.9366745955792","-117.18567339745947"
"115","MURRIETA CA","Store","25080 Madison Ave","","Murrieta","CA - California","92562","951-696-2001","MM 334 Riverside","724;725;777;65;624;1373","","11/28/2024","33.5580493","-117.19901257344443"
"1409","MENIFEE CA","Store","30178 Haun Rd","","Menifee","CA - California","92584","951-723-1439","MM 334 Riverside","724;725;777;65;624;1373","","11/28/2024","33.68243305","-117.17241151037112"
"1714","TEMECULA","Store","40480 Winchester Rd","","Temecula","CA - California","92591","951-296-9917","MM 952 San Diego","724;725;777;65;624;1373","","11/24/2024","33.5285811","-117.15307895245455"
"1076","TEMECULA CA","Store","32937 US Hwy 79","","Temecula","CA - California","92592","951-302-7046","MISCELLANEOUS","724;725;777;65;624;1373","03/04/2023","08/09/2024","0.0","0.0"
"1343","DEALTREE GIFTCARD","Store","16901 Jamboree Rd","","Irvine","CA - California","92606","999-999-9999","MISCELLANEOUS","724;725;777;65;624;1370","","08/08/2024","33.66570684628397","-117.85447979149113"
"1704","IRVINE","Store","2592 White Rd","","Irvine","CA - California","92614","949-623-2500","MM 950 Orange County","724;725;777;65;624;1373","","11/24/2024","33.67957665","-117.84377823141818"
"854","IRVINE CA","Store","16171 Lake Forest Dr","","Irvine","CA - California","92618","949-788-0840","MM 325 Tustin","2605;725;777;65;624;1373","","11/28/2024","33.63060795","-117.72492483445714"
"119","COSTA MESA CA","Store","901 S Coast Dr","Ste F","Costa Mesa","CA - California","92626","714-434-0132","MM 708 Costa Mesa","2605;725;777;65;624;1373","","11/28/2024","33.6884198","-117.89543"
"1717","HUNTINGTON BEACH","Store","15272 Bolsa Chica Rd","Ste 102","Huntington Beach","CA - California","92649","714-889-1460","MM 950 Orange County","724;725;777;65;624;1373","","11/24/2024","33.7407352","-118.0412067"
"1706","SAN JUAN CAPISTRANO","Store","32501 Calle Perfecto","","San Juan Capistrano","CA - California","92675","949-234-5700","MM 950 Orange County","724;725;777;65;624;1373","","11/24/2024","33.48799195","-117.66598222171064"
